"优先级","网址","页面类型","评分","发布日期/更新日","词数","文章内链入站","正文内链","外部证据链接","判定依据","建议动作"
"C","https://worldcleanbiz.com/blog/survival-guide-under-xiaomi-ecosystem-pressure","文章","0","2026-06-10T12:00:00+08:00","2793","0","6","0","内容深度高；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/underwater-lidar-for-robotic-pool-cleaners","文章","0","2026-07-21","1243","0","3","3","无文章内链入站","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/anker-cleaning-appliance-strategy-analysis","文章","-1","2026-06-09T17:25:03+08:00","1663","0","4","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/beatbot-in-leifeng-coverage","文章","-1","2026-06-09T16:55:10+08:00","772","1","4","0","正文少于1000词；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/delonghi-group-company-history-and-appliance-brands","文章","-1","2026-06-09T17:45:03+08:00","644","1","17","0","正文少于1000词；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/eve-of-the-robot-vacuum-battle","文章","-1","2026-06-10T12:00:00+08:00","3123","0","3","0","内容深度高；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/global-power-tool-brands-reshaping-portfolios","文章","-1","2026-06-08T12:00:00+08:00","628","11","2","0","正文少于1000词；站内引用较强；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/hidden-risks-in-cordless-vacuum-development","文章","-1","2026-06-09T18:45:00+08:00","773","5","3","0","正文少于1000词；站内引用较强；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/kingclean-chairman-ni-formal-interview","文章","-1","2026-06-10T12:00:00+08:00","5356","0","2","0","内容深度高；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/laifen-hard-floor-washer-entry-strategy","文章","-1","2026-06-10T12:00:00+08:00","2140","0","3","0","内容深度高；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/midea-cleaning-appliance-past","文章","-1","2026-06-09T12:00:00+08:00","1193","1","0","0","无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/north-america-pool-industry-market","文章","-1","2026-07-31T23:48:59+08:00","1078","0","3","10","无文章内链入站","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/roborock-at-a-crossroads","文章","-1","2026-06-09T17:25:09+08:00","1465","0","5","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/robot-vacuum-industry-at-crossroads","文章","-1","2026-06-09T16:40:02+08:00","1229","0","7","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/trade-war-scenario-analysis","文章","-1","2026-06-10T12:00:00+08:00","2092","0","1","0","内容深度高；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/two-sides-of-dyson","文章","-1","2026-06-09T12:00:00+08:00","1603","0","5","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/american-factory-and-manufacturing-transfer","文章","-2","2026-06-09T14:20:07+08:00","777","0","19","0","商业/采购意图；正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/anker-rmb-30-billion-shallow-sea-strategy","文章","-2","2026-06-15","1112","0","6","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dji-enters-robot-vacuums","文章","-2","2026-06-09T12:00:00+08:00","1514","0","3","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dji-is-running-out-of-time","文章","-2","2026-06-09T12:59:06+08:00","1466","0","1","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dyson-hard-floor-washer-exposed","文章","-2","2026-06-09T14:20:01+08:00","1087","0","14","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dyson-new-product-review","文章","-2","2026-06-09T12:00:00+08:00","1567","0","1","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dyson-new-product-review-2025","文章","-2","2026-06-09T17:35:03+08:00","1699","0","1","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/ecovacs-invests-in-battery-cell-factory","文章","-2","2026-06-09T14:05:08+08:00","1258","0","1","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/how-to-understand-complete-supply-chain-transfer","文章","-2","2026-06-09T14:05:02+08:00","954","0","1","0","指南型内容；正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/jan-6-2026-yard-cleaning-and-tool-news","文章","-2","2026-06-10T12:00:00+08:00","4455","0","0","0","内容深度高；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/narwal-revival-story","文章","-2","2026-06-09T12:00:00+08:00","1411","0","1","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/power-tools-new-cycle-cordless-specialization","文章","-2","2026-06-08T12:00:00+08:00","728","2","2","0","正文少于1000词；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/robot-vacuum-ceiling-question","文章","-2","2026-06-09T12:00:00+08:00","1342","0","2","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/robotic-mowers-outdoor-power-equipment-channels","文章","-2","2026-06-08T12:00:00+08:00","816","2","1","0","正文少于1000词；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/robotic-mowers-retail-expansion-phase","文章","-2","2026-06-08T12:00:00+08:00","230","3","21","0","正文少于600词；站内引用较强；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/sharkninja-hit-product-pipeline","文章","-2","2026-06-20T12:00:00+08:00","1636","0","3","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/trump-return-and-end-of-trade-war","文章","-2","2026-06-10T12:00:00+08:00","1580","0","3","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/uwant-resilience-in-china-cleaning-appliances","文章","-2","2026-06-10T12:00:00+08:00","1204","0","3","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/xiaomi-ecosystem-at-a-crossroads","文章","-2","2026-06-09T17:25:04+08:00","2506","0","0","0","内容深度高；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/bissell-crosswave-hard-floor-washer-logic","文章","-3","2026-06-08T12:00:00+08:00","461","2","13","0","正文少于600词；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/bissell-itc-337-investigation-against-tineco","文章","-3","2026-06-09T17:10:02+08:00","862","1","0","0","正文少于1000词；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/chinese-cleaning-brands-at-ces-2026","文章","-3","2026-06-09T17:35:09+08:00","1965","0","0","0","无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dreame-new-disruptor-in-vacuums","文章","-3","2026-06-09T12:59:10+08:00","797","0","9","1","正文少于1000词；无文章内链入站","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dyson-finally-sells-self-emptying-vacuum","文章","-3","2026-07-22T21:36:12+08:00","954","0","2","4","正文少于1000词；无文章内链入站","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/fluidra-largest-market-north-america","文章","-3","2026-08-01T21:59:09+08:00","965","0","3","4","正文少于1000词；无文章内链入站","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/groupe-seb-2018-annual-report-signals","文章","-3","2026-06-08T12:00:00+08:00","527","1","46","0","正文少于600词；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/midea-supplier-summit-review","文章","-3","2026-06-09T16:40:03+08:00","867","0","2","0","商业/采购意图；正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/one-power-strategy-in-small-appliances","文章","-3","2026-06-10T12:00:00+08:00","1256","0","0","0","无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/robot-vacuum-navigation-solution-companies","文章","-3","2026-06-09T18:43:00+08:00","688","1","0","0","正文少于1000词；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/vacuum-industry-2018-review-2019-outlook","文章","-3","2026-06-09T12:00:00+08:00","1430","0","0","0","无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/vietnam-development-and-industrial-hollowing","文章","-3","2026-06-09T14:05:06+08:00","1111","0","3","0","无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/why-china-needs-a-cleaning-appliance-ifa","文章","-3","2026-06-10T12:00:00+08:00","1572","0","0","0","无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/bissell-barkbath-pet-vacuum-cleaner","文章","-4","2026-06-09T17:45:01+08:00","666","0","12","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/china-premium-vacuum-brand-opportunity","文章","-4","2026-06-09T12:00:00+08:00","926","0","4","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/china-us-trade-war-pause","文章","-4","2026-06-09T12:59:02+08:00","748","0","1","1","正文少于1000词；无文章内链入站","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/cleaning-appliance-companies-at-awe","文章","-4","2026-06-10T12:00:00+08:00","795","0","18","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/do-you-still-need-trade-shows-if-you-know-the-suppliers","文章","-4","2026-06-09T17:45:07+08:00","661","0","0","0","商业/采购意图；正文少于1000词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dyson-nautik-is-not-a-real-hard-floor-washer","文章","-4","2026-06-09T17:25:10+08:00","654","0","8","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/is-kingclean-mojie-a-good-product","文章","-4","2026-06-09T16:55:04+08:00","727","0","6","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/lawsuit-that-shaped-the-handheld-vacuum-industry","文章","-4","2026-06-09T14:20:03+08:00","663","0","10","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/midea-group-and-the-possible-philips-domestic-appliances-acquisition","文章","-4","2026-06-09T17:45:04+08:00","759","0","4","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/roborock-2019-annual-report-breakout-year","文章","-4","2026-06-09T16:55:09+08:00","848","0","7","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/the-counterattack-of-chyson-vacuum-brands","文章","-4","2026-06-09T17:45:08+08:00","728","0","4","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/thoughts-on-mijia-mite-removal-vacuum","文章","-4","2026-06-09T17:45:05+08:00","699","0","11","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/what-sharkninja-makes-us-think-about","文章","-4","2026-06-09T14:05:01+08:00","859","0","4","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/who-benefits-from-china-us-trade-war-in-vacuums","文章","-4","2026-06-09T12:59:01+08:00","718","0","5","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/anker-shallow-sea-strategy-and-talent-platform","文章","-5","2026-06-10T12:00:00+08:00","886","0","3","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/backyard-robotics-china-next-hardware-battlefield","文章","-5","2026-06-08T12:00:00+08:00","869","0","2","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/china-cleaning-appliance-financial-reality-check","文章","-5","2026-06-08T12:00:00+08:00","821","0","1","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/chinese-backyard-robot-brands-global-ope-arena","文章","-5","2026-06-08T12:00:00+08:00","768","0","2","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/chinese-cleaning-robot-brands-at-ces","文章","-5","2026-06-08T12:00:00+08:00","914","0","1","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dyson-new-product-push-premium-innovation","文章","-5","2026-06-08T12:00:00+08:00","878","0","2","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/ecovacs-and-irobot-cooperation-agreement","文章","-5","2026-06-09T14:05:04+08:00","915","0","1","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/hard-floor-washers-have-no-profit","文章","-5","2026-06-09T12:00:00+08:00","809","0","1","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/mijia-robot-vacuum-g1-and-xiaomi-ecosystem","文章","-5","2026-06-09T17:25:05+08:00","641","0","2","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/narwal-and-the-self-cleaning-robot-vacuum","文章","-5","2026-06-08T12:00:00+08:00","313","0","26","1","正文少于600词；无文章内链入站","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/narwal-raises-new-funding","文章","-5","2026-06-09T12:59:08+08:00","777","0","2","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/roborock-channel-shift-online-to-offline-experience","文章","-5","2026-06-08T12:00:00+08:00","813","0","2","0","正文少于1000词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/ces-2026-backyard-robot-war","文章","-6","2026-06-08T12:00:00+08:00","281","0","45","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/cleaning-appliance-industry-age-of-navigation","文章","-6","2026-06-09T13:50:10+08:00","859","0","0","0","正文少于1000词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dji-goes-to-the-ground-dreame-and-insta360-go-to-the-sky","文章","-6","2026-06-09T14:05:03+08:00","862","0","0","0","正文少于1000词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dji-romo-robot-vacuum-preview","文章","-6","2026-06-09T13:50:04+08:00","728","0","0","0","正文少于1000词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dyson-fights-bosch-again","文章","-6","2026-06-09T14:20:09+08:00","369","0","4","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/dyson-makes-another-big-move","文章","-6","2026-06-09T16:40:05+08:00","483","0","11","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/ecovacs-2018-annual-report-signals","文章","-6","2026-06-08T12:00:00+08:00","347","0","28","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/ecovacs-mid-year-report-reading","文章","-6","2026-06-09T12:59:09+08:00","386","0","9","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/first-major-industry-shift-in-2019","文章","-6","2026-06-09T17:10:09+08:00","761","0","0","0","正文少于1000词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/ifa-2019-vacuum-cleaner-new-products-by-major-brands","文章","-6","2026-06-09T17:45:09+08:00","559","0","16","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/irobot-exits-and-dji-enters","文章","-6","2026-06-09T18:42:00+08:00","569","0","4","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/migo-ascender-stair-climbing-robot","文章","-6","2026-06-09T12:59:04+08:00","968","0","0","0","正文少于1000词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/milwaukee-2761-return-of-the-king","文章","-6","2026-06-09T17:35:08+08:00","623","0","0","0","正文少于1000词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/mova-took-me-to-meet-a-celebrity","文章","-6","2026-06-09T17:25:08+08:00","688","0","0","0","正文少于1000词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/narwal-j6-and-technology-iteration","文章","-6","2026-06-09T13:50:03+08:00","716","0","0","0","正文少于1000词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/nilfisk-2018-annual-report-commercial-cleaning","文章","-6","2026-06-08T12:00:00+08:00","573","0","18","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/roborock-ipo-prospectus-signals","文章","-6","2026-06-08T12:00:00+08:00","324","0","36","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/tti-2019-interim-report","文章","-6","2026-06-09T18:35:00+08:00","569","0","8","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/tti-product-direction","文章","-6","2026-06-09T18:41:00+08:00","984","0","0","0","正文少于1000词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/vacuum-companies-at-2018-autumn-canton-fair","文章","-6","2026-06-09T14:20:08+08:00","372","0","11","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/when-chinese-brands-become-the-powers","文章","-6","2026-06-09T14:20:06+08:00","622","0","0","0","正文少于1000词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/impact-of-trump-reciprocal-tariffs","文章","-7","2026-06-09T13:50:09+08:00","385","0","1","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/lawsuit-that-changed-robot-vacuum-industry-follow-up","文章","-7","2026-06-09T17:10:08+08:00","485","0","3","0","正文少于600词；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/backyard-robots-price-and-channel-war","文章","-8","2026-06-08T12:00:00+08:00","228","0","0","0","正文少于600词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/casual-gossip-on-dji-robot-vacuum","文章","-8","2026-06-09T18:44:00+08:00","474","0","0","0","正文少于600词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/collapse-of-godfreys","文章","-8","2026-06-09T16:40:06+08:00","571","0","0","0","正文少于600词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/historic-opportunities-in-the-vacuum-industry","文章","-8","2026-06-10T12:00:00+08:00","553","0","0","0","正文少于600词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/london-talks-55-percent-tariff","文章","-8","2026-06-09T13:50:08+08:00","449","0","0","0","正文少于600词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/major-battle-about-to-begin","文章","-8","2026-06-09T16:55:06+08:00","418","0","0","0","正文少于600词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/robotic-mower-category-note","文章","-8","2026-06-09T13:50:01+08:00","309","0","0","0","正文少于600词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/top-ten-vacuum-exporters-in-2019","文章","-8","2026-06-09T16:55:07+08:00","562","0","0","0","正文少于600词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/world-class-denny-or-world-class-bragging","文章","-8","2026-06-09T18:37:00+08:00","510","0","0","0","正文少于600词；无文章内链入站；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
